Frequency, Amplitude
8057,455566  0,000014
8058,801270  0,000014
8060,146973  0,000014
8061,493164  0,000013
8062,838867  0,000013
8064,184570  0,000013
8065,530273  0,000014
8066,875977  0,000014
8068,222168  0,000014
8069,567871  0,000014
8070,913574  0,000014
8072,259766  0,000014
8073,605469  0,000014
8074,951172  0,000014
8076,296875  0,000013
8077,642578  0,000013
8078,988770  0,000013
8080,334473  0,000014
8081,680176  0,000013
8083,026367  0,000013
8084,372070  0,000014
8085,717773  0,000013
8087,063477  0,000014
8088,409180  0,000014
8089,755371  0,000013
8091,101074  0,000014
8092,446777  0,000013
8093,792969  0,000014
8095,138672  0,000014
8096,484375  0,000013
8097,830078  0,000014
8099,175781  0,000013
8100,521973  0,000013
8101,867676  0,000014
8103,213379  0,000013
8104,559570  0,000014
8105,905273  0,000014
8107,250977  0,000014
8108,596680  0,000014
8109,942383  0,000013
8111,288574  0,000013
8112,634277  0,000014
8113,979980  0,000013
8115,326172  0,000014
8116,671875  0,000014
8118,017578  0,000014
8119,363281  0,000013
8120,708984  0,000013
8122,055176  0,000013
8123,400879  0,000014
8124,746582  0,000013
8126,092773  0,000014
8127,438477  0,000013
8128,784180  0,000013
8130,129883  0,000014
8131,475586  0,000013
8132,821777  0,000014
8134,167480  0,000013
8135,513184  0,000013
8136,859375  0,000013
8138,205078  0,000014
8139,550781  0,000013
8140,896484  0,000013
8142,242188  0,000013
8143,588379  0,000013
8144,934082  0,000013
8146,279785  0,000014
8147,625977  0,000013
8148,971680  0,000013
8150,317383  0,000013
8151,663086  0,000014
8153,008789  0,000013
8154,354980  0,000013
8155,700684  0,000013
8157,046387  0,000014
8158,392578  0,000013
8159,738281  0,000013
8161,083984  0,000013
8162,429688  0,000013
8163,775391  0,000013
8165,121582  0,000013
8166,467285  0,000013
8167,812988  0,000013
8169,159180  0,000013
8170,504883  0,000013
8171,850586  0,000013
8173,196289  0,000013
8174,541992  0,000013
8175,888184  0,000013
8177,233887  0,000013
8178,579590  0,000014
8179,925781  0,000013
8181,271484  0,000013
8182,617188  0,000013
8183,962891  0,000013
8185,308594  0,000013
8186,654785  0,000013
8188,000488  0,000013
8189,346191  0,000013
8190,692383  0,000013
8192,038086  0,000013
8193,383789  0,000013
8194,729492  0,000013
8196,075195  0,000013
8197,420898  0,000013
8198,767578  0,000013
8200,113281  0,000013
8201,458984  0,000013
8202,804688  0,000013
8204,150391  0,000013
8205,496094  0,000013
8206,841797  0,000013
8208,187500  0,000013
8209,533203  0,000013
8210,879883  0,000013
8212,225586  0,000013
8213,571289  0,000013
8214,916992  0,000013
8216,262695  0,000013
8217,608398  0,000013
8218,954102  0,000013
8220,300781  0,000013
8221,646484  0,000013
8222,992188  0,000013
8224,337891  0,000013
8225,683594  0,000013
8227,029297  0,000013
8228,375000  0,000013
8229,720703  0,000013
8231,066406  0,000013
8232,413086  0,000013
8233,758789  0,000013
8235,104492  0,000013
8236,450195  0,000013
8237,795898  0,000013
8239,141602  0,000013
8240,487305  0,000013
8241,833984  0,000013
8243,179688  0,000013
8244,525391  0,000013
8245,871094  0,000013
8247,216797  0,000013
8248,562500  0,000013
8249,908203  0,000013
8251,253906  0,000013
8252,599609  0,000013
8253,946289  0,000013
8255,291992  0,000013
8256,637695  0,000013
8257,983398  0,000013
8259,329102  0,000013
8260,674805  0,000013
8262,020508  0,000013
8263,367188  0,000013
8264,712891  0,000013
8266,058594  0,000013
8267,404297  0,000013
8268,750000  0,000013
8270,095703  0,000013
8271,441406  0,000013
8272,787109  0,000013
8274,132812  0,000013
8275,479492  0,000013
8276,825195  0,000013
8278,170898  0,000013
8279,516602  0,000013
8280,862305  0,000013
8282,208008  0,000013
8283,553711  0,000013
8284,900391  0,000013
8286,246094  0,000013
8287,591797  0,000013
8288,937500  0,000013
8290,283203  0,000013
8291,628906  0,000013
8292,974609  0,000013
8294,320312  0,000013
8295,666016  0,000013
8297,012695  0,000013
8298,358398  0,000013
8299,704102  0,000013
8301,049805  0,000013
8302,395508  0,000012
8303,741211  0,000013
8305,086914  0,000013
8306,433594  0,000013
8307,779297  0,000013
8309,125000  0,000013
8310,470703  0,000013
8311,816406  0,000013
8313,162109  0,000013
8314,507812  0,000013
8315,853516  0,000013
8317,199219  0,000013
8318,545898  0,000013
8319,891602  0,000013
8321,237305  0,000013
8322,583008  0,000013
8323,928711  0,000013
8325,274414  0,000013
8326,620117  0,000013
8327,966797  0,000013
8329,312500  0,000013
8330,658203  0,000013
8332,003906  0,000013
8333,349609  0,000013
8334,695312  0,000013
8336,041016  0,000013
8337,386719  0,000013
8338,732422  0,000013
8340,079102  0,000013
8341,424805  0,000013
8342,770508  0,000013
8344,116211  0,000013
8345,461914  0,000013
8346,807617  0,000013
8348,153320  0,000013
8349,500000  0,000013
8350,845703  0,000013
8352,191406  0,000013
8353,537109  0,000013
8354,882812  0,000013
8356,228516  0,000013
8357,574219  0,000013
8358,919922  0,000013
8360,265625  0,000013
8361,612305  0,000013
8362,958008  0,000013
8364,303711  0,000013
8365,649414  0,000013
8366,995117  0,000013
8368,340820  0,000013
8369,686523  0,000013
8371,033203  0,000013
8372,378906  0,000013
8373,724609  0,000013
8375,070312  0,000013
8376,416016  0,000013
8377,761719  0,000013
8379,107422  0,000013
8380,453125  0,000013
8381,798828  0,000013
8383,145508  0,000013
8384,491211  0,000013
8385,836914  0,000013
8387,182617  0,000013
8388,528320  0,000013
8389,874023  0,000013
8391,219727  0,000013
8392,566406  0,000013
8393,912109  0,000013
8395,257812  0,000013
8396,603516  0,000013
8397,949219  0,000013
8399,294922  0,000013
8400,640625  0,000013
8401,986328  0,000013
8403,332031  0,000013
8404,678711  0,000013
8406,024414  0,000013
8407,370117  0,000013
8408,715820  0,000013
8410,061523  0,000013
8411,407227  0,000013
8412,752930  0,000013
8414,099609  0,000013
8415,445312  0,000013
8416,791016  0,000013
8418,136719  0,000013
8419,482422  0,000013
8420,828125  0,000013
8422,173828  0,000013
8423,519531  0,000013
8424,865234  0,000013
8426,211914  0,000013
8427,557617  0,000013
8428,903320  0,000013
8430,249023  0,000013
8431,594727  0,000013
8432,940430  0,000013
8434,286133  0,000013
8435,632812  0,000013
8436,978516  0,000013
8438,324219  0,000013
8439,669922  0,000013
8441,015625  0,000013
8442,361328  0,000013
8443,707031  0,000013
8445,052734  0,000013
8446,398438  0,000013
8447,745117  0,000013
8449,090820  0,000013
8450,436523  0,000013
8451,782227  0,000013
8453,127930  0,000013
8454,473633  0,000013
8455,819336  0,000013
8457,166016  0,000013
8458,511719  0,000013
8459,857422  0,000013
8461,203125  0,000013
8462,548828  0,000013
8463,894531  0,000013
8465,240234  0,000013
8466,585938  0,000013
8467,931641  0,000013
8469,278320  0,000013
8470,624023  0,000013
8471,969727  0,000013
8473,315430  0,000013
8474,661133  0,000013
8476,006836  0,000013
8477,352539  0,000013
8478,699219  0,000013
8480,044922  0,000013
8481,390625  0,000013
8482,736328  0,000013
8484,082031  0,000013
8485,427734  0,000013
8486,773438  0,000013
8488,119141  0,000013
8489,464844  0,000013
8490,811523  0,000013
8492,157227  0,000013
8493,502930  0,000013
8494,848633  0,000013
8496,194336  0,000013
8497,540039  0,000013
8498,885742  0,000013
8500,232422  0,000013
8501,578125  0,000013
8502,923828  0,000013
8504,269531  0,000013
8505,615234  0,000013
8506,960938  0,000013
8508,306641  0,000013
8509,652344  0,000013
8510,998047  0,000013
8512,344727  0,000013
8513,690430  0,000013
8515,036133  0,000013
8516,381836  0,000013
8517,727539  0,000013
8519,073242  0,000013
8520,418945  0,000013
8521,765625  0,000013
8523,111328  0,000013
8524,457031  0,000013
8525,802734  0,000013
8527,148438  0,000013
8528,494141  0,000013
8529,839844  0,000013
8531,185547  0,000013
8532,531250  0,000013
8533,877930  0,000013
8535,223633  0,000013
8536,569336  0,000013
8537,915039  0,000013
8539,260742  0,000013
8540,606445  0,000013
8541,952148  0,000013
8543,298828  0,000013
8544,644531  0,000013
8545,990234  0,000013
8547,335938  0,000013
8548,681641  0,000013
8550,027344  0,000013
8551,373047  0,000013
8552,718750  0,000013
8554,064453  0,000013
8555,411133  0,000013
8556,756836  0,000013
8558,102539  0,000013
8559,448242  0,000013
8560,793945  0,000013
8562,139648  0,000013
8563,485352  0,000013
8564,832031  0,000013
8566,177734  0,000013
8567,523438  0,000013
8568,869141  0,000013
8570,214844  0,000013
8571,560547  0,000013
8572,906250  0,000013
8574,251953  0,000013
8575,597656  0,000013
8576,944336  0,000013
8578,290039  0,000013
8579,635742  0,000013
8580,981445  0,000013
8582,327148  0,000013
8583,672852  0,000013
8585,018555  0,000013
8586,365234  0,000013
8587,710938  0,000013
8589,056641  0,000013
8590,402344  0,000013
8591,748047  0,000013
8593,093750  0,000013
8594,439453  0,000013
8595,785156  0,000013
8597,130859  0,000013
8598,477539  0,000013
8599,823242  0,000013
8601,168945  0,000013
8602,514648  0,000013
8603,860352  0,000013
8605,206055  0,000013
8606,551758  0,000013
8607,898438  0,000013
8609,244141  0,000013
8610,589844  0,000013
8611,935547  0,000013
8613,281250  0,000013
8614,626953  0,000013
8615,972656  0,000013
8617,318359  0,000013
8618,664062  0,000013
8620,010742  0,000013
8621,356445  0,000013
8622,702148  0,000013
8624,047852  0,000013
8625,393555  0,000013
8626,739258  0,000013
8628,084961  0,000013
8629,431641  0,000013
8630,777344  0,000013
8632,123047  0,000013
8633,468750  0,000013
8634,814453  0,000013
8636,160156  0,000013
8637,505859  0,000013
8638,851562  0,000013
8640,197266  0,000013
8641,543945  0,000013
8642,889648  0,000013
8644,235352  0,000013
8645,581055  0,000013
8646,926758  0,000015
8648,272461  0,000013
8649,618164  0,000013
8650,964844  0,000013
8652,310547  0,000013
8653,656250  0,000013
8655,001953  0,000013
8656,347656  0,000013
8657,693359  0,000013
8659,039062  0,000013
8660,384766  0,000013
8661,730469  0,000013
8663,077148  0,000013
8664,422852  0,000013
8665,768555  0,000013
8667,114258  0,000013
8668,459961  0,000013
8669,805664  0,000013
8671,151367  0,000013
8672,498047  0,000013
8673,843750  0,000013
8675,189453  0,000013
8676,535156  0,000013
8677,880859  0,000013
8679,226562  0,000013
8680,572266  0,000013
8681,917969  0,000013
8683,263672  0,000013
8684,610352  0,000013
8685,956055  0,000013
8687,301758  0,000013
8688,647461  0,000013
8689,993164  0,000013
8691,338867  0,000013
8692,684570  0,000013
8694,031250  0,000013
8695,376953  0,000013
8696,722656  0,000013
8698,068359  0,000013
8699,414062  0,000013
8700,759766  0,000012
8702,105469  0,000013
8703,451172  0,000013
8704,796875  0,000013
8706,143555  0,000013
8707,489258  0,000013
8708,834961  0,000013
8710,180664  0,000013
8711,526367  0,000013
8712,872070  0,000013
8714,217773  0,000013
8715,564453  0,000013
8716,910156  0,000013
8718,255859  0,000013
8719,601562  0,000013
8720,947266  0,000013
8722,292969  0,000013
8723,638672  0,000013
8724,984375  0,000013
8726,330078  0,000013
8727,676758  0,000013
8729,022461  0,000013
8730,368164  0,000013
8731,713867  0,000013
8733,059570  0,000013
8734,405273  0,000013
8735,750977  0,000013
8737,097656  0,000013
8738,443359  0,000013
8739,789062  0,000013
8741,134766  0,000013
8742,480469  0,000013
8743,826172  0,000013
8745,171875  0,000013
8746,517578  0,000013
8747,863281  0,000013
8749,209961  0,000013
8750,555664  0,000013
8751,901367  0,000012
8753,247070  0,000013
8754,592773  0,000013
8755,938477  0,000013
8757,284180  0,000013
8758,630859  0,000013
8759,976562  0,000013
8761,322266  0,000013
8762,667969  0,000012
8764,013672  0,000013
8765,359375  0,000013
8766,705078  0,000012
8768,050781  0,000012
8769,396484  0,000013
8770,743164  0,000012
8772,088867  0,000013
8773,434570  0,000012
8774,780273  0,000013
8776,125977  0,000012
8777,471680  0,000012
8778,817383  0,000013
8780,164062  0,000013
8781,509766  0,000013
8782,855469  0,000013
8784,201172  0,000013
8785,546875  0,000012
8786,892578  0,000012
8788,238281  0,000012
8789,583984  0,000013
8790,929688  0,000013
8792,276367  0,000013
8793,622070  0,000013
8794,967773  0,000012
8796,313477  0,000013
8797,659180  0,000013
8799,004883  0,000013
8800,350586  0,000012
8801,697266  0,000013
8803,042969  0,000013
8804,388672  0,000013
8805,734375  0,000013
8807,080078  0,000012
8808,425781  0,000012
8809,771484  0,000013
8811,117188  0,000012
8812,462891  0,000013
8813,809570  0,000012
8815,155273  0,000013
8816,500977  0,000013
8817,846680  0,000013
8819,192383  0,000013
8820,538086  0,000012
8821,883789  0,000012
8823,230469  0,000012
8824,576172  0,000013
8825,921875  0,000013
8827,267578  0,000012
8828,613281  0,000012
8829,958984  0,000012
8831,304688  0,000012
8832,650391  0,000012
8833,996094  0,000012
8835,342773  0,000012
8836,688477  0,000012
8838,034180  0,000012
8839,379883  0,000012
8840,725586  0,000012
8842,071289  0,000012
8843,416992  0,000012
8844,763672  0,000012
8846,109375  0,000013
8847,455078  0,000013
8848,800781  0,000012
8850,146484  0,000012
8851,492188  0,000013
8852,837891  0,000012
8854,183594  0,000013
8855,529297  0,000013
8856,875977  0,000012
8858,221680  0,000012
8859,567383  0,000013
8860,913086  0,000012
8862,258789  0,000012
8863,604492  0,000013
8864,950195  0,000012
8866,296875  0,000012
8867,642578  0,000012
8868,988281  0,000012
8870,333984  0,000012
8871,679688  0,000012
8873,025391  0,000012
8874,371094  0,000012
8875,716797  0,000012
8877,062500  0,000012
8878,409180  0,000013
8879,754883  0,000012
8881,100586  0,000012
8882,446289  0,000012
8883,791992  0,000012
8885,137695  0,000012
8886,483398  0,000012
8887,830078  0,000012
8889,175781  0,000012
8890,521484  0,000012
8891,867188  0,000012
8893,212891  0,000012
8894,558594  0,000012
8895,904297  0,000012
8897,250000  0,000012
8898,595703  0,000012
8899,942383  0,000013
8901,288086  0,000012
8902,633789  0,000012
8903,979492  0,000012
8905,325195  0,000012
8906,670898  0,000012
8908,016602  0,000012
8909,363281  0,000012
8910,708984  0,000012
8912,054688  0,000012
8913,400391  0,000013
8914,746094  0,000012
8916,091797  0,000012
8917,437500  0,000012
8918,783203  0,000012
8920,128906  0,000012
8921,475586  0,000012
8922,821289  0,000012
8924,166992  0,000012
8925,512695  0,000012
8926,858398  0,000012
8928,204102  0,000012
8929,549805  0,000012
8930,896484  0,000012
8932,242188  0,000012
8933,587891  0,000012
8934,933594  0,000012
8936,279297  0,000012
8937,625000  0,000012
8938,970703  0,000012
8940,316406  0,000012
8941,662109  0,000012
8943,008789  0,000012
8944,354492  0,000013
8945,700195  0,000012
8947,045898  0,000012
8948,391602  0,000012
8949,737305  0,000012
8951,083008  0,000012
8952,429688  0,000012
8953,775391  0,000012
8955,121094  0,000012
8956,466797  0,000012
8957,812500  0,000012
8959,158203  0,000012
8960,503906  0,000012
8961,849609  0,000012
8963,195312  0,000012
8964,541992  0,000012
8965,887695  0,000012
8967,233398  0,000012
8968,579102  0,000012
8969,924805  0,000012
8971,270508  0,000012
8972,616211  0,000012
8973,962891  0,000012
8975,308594  0,000012
8976,654297  0,000012
8978,000000  0,000012
8979,345703  0,000012
8980,691406  0,000012
8982,037109  0,000012
8983,382812  0,000012
8984,728516  0,000012
8986,075195  0,000012
8987,420898  0,000012
8988,766602  0,000012
8990,112305  0,000012
8991,458008  0,000011
8992,803711  0,000012
8994,149414  0,000012
8995,496094  0,000012
8996,841797  0,000012
8998,187500  0,000012
8999,533203  0,000012
9000,878906  0,000012
9002,224609  0,000012
9003,570312  0,000012
9004,916016  0,000012
9006,261719  0,000012
9007,608398  0,000012
9008,954102  0,000012
9010,299805  0,000012
9011,645508  0,000012
9012,991211  0,000012
9014,336914  0,000012
9015,682617  0,000012
9017,029297  0,000012
9018,375000  0,000012
9019,720703  0,000012
9021,066406  0,000012
9022,412109  0,000012
9023,757812  0,000012
9025,103516  0,000012
9026,449219  0,000012
9027,794922  0,000012
9029,141602  0,000012
9030,487305  0,000012
9031,833008  0,000012
9033,178711  0,000012
9034,524414  0,000012
9035,870117  0,000012
9037,215820  0,000012
9038,562500  0,000012
9039,908203  0,000012
9041,253906  0,000012
9042,599609  0,000012
9043,945312  0,000012
9045,291016  0,000012
9046,636719  0,000012
9047,982422  0,000012
9049,328125  0,000012
9050,674805  0,000012
9052,020508  0,000012
9053,366211  0,000012
9054,711914  0,000012
9056,057617  0,000012
9057,403320  0,000012
9058,749023  0,000012
9060,095703  0,000012
9061,441406  0,000012
9062,787109  0,000012
9064,132812  0,000012
9065,478516  0,000012
9066,824219  0,000012
9068,169922  0,000012
9069,515625  0,000012
9070,861328  0,000012
9072,208008  0,000012
9073,553711  0,000012
9074,899414  0,000012
9076,245117  0,000012
9077,590820  0,000012
9078,936523  0,000012
9080,282227  0,000012
9081,628906  0,000012
9082,974609  0,000012
9084,320312  0,000012
9085,666016  0,000012
9087,011719  0,000012
9088,357422  0,000012
9089,703125  0,000012
9091,048828  0,000012
9092,394531  0,000012
9093,741211  0,000012
9095,086914  0,000012
9096,432617  0,000012
9097,778320  0,000012
9099,124023  0,000012
